image_name,tags
test_19957,clear primary
test_19958,primary agriculture water partly_cloudy
test_19959,clear primary
test_19960,primary cloudy
test_19961,clear primary water
test_19962,clear primary
test_19963,primary haze
test_19964,clear primary road habitation agriculture
test_19965,clear primary road agriculture
test_19966,primary partly_cloudy
test_19967,clear primary
test_19968,primary haze agriculture
test_19969,primary agriculture partly_cloudy
test_19970,primary road partly_cloudy
test_19971,clear primary
test_19972,clear primary road agriculture
test_19973,clear primary
test_19974,clear primary road agriculture
test_19975,cloudy
test_19976,primary agriculture
test_19977,primary partly_cloudy
test_19978,clear primary agriculture
test_19979,clear primary agriculture water
test_19980,clear primary road agriculture
test_19981,clear primary agriculture
test_19982,clear primary
test_19983,clear primary
test_19984,clear primary
test_19985,primary partly_cloudy
test_19986,clear primary road agriculture
test_19987,clear primary road agriculture
test_19988,clear primary
test_19989,clear primary
test_19990,clear primary agriculture water
test_19991,clear primary
test_19992,primary partly_cloudy
test_19993,primary haze
test_19994,clear primary
test_19995,clear primary
test_19996,clear primary
test_19997,clear primary
test_19998,clear primary road agriculture water
test_19999,primary partly_cloudy
test_20000,clear primary road habitation agriculture
test_20001,primary water
test_20002,primary water partly_cloudy
test_20003,clear primary
test_20004,clear primary cultivation agriculture
test_20005,clear primary agriculture
test_20006,primary partly_cloudy
test_20007,primary partly_cloudy
test_20008,clear primary
test_20009,clear primary
test_20010,cloudy
test_20011,primary haze
test_20012,clear primary
test_20013,clear primary agriculture
test_20014,clear primary agriculture
test_20015,water
test_20016,clear primary
test_20017,clear primary road habitation agriculture
test_20018,clear primary road habitation agriculture
test_20019,clear primary road habitation agriculture
test_20020,clear primary
test_20021,clear primary
test_20022,primary partly_cloudy
test_20023,clear primary road habitation agriculture
test_20024,clear primary water
test_20025,clear primary
test_20026,clear primary road water
test_20027,clear primary water
test_20028,clear primary
test_20029,clear primary agriculture
test_20030,clear primary
test_20031,clear primary cultivation agriculture
test_20032,clear primary
test_20033,clear primary
test_20034,primary haze
test_20035,clear primary
test_20036,clear primary
test_20037,clear primary agriculture water
test_20038,clear primary
test_20039,clear primary road habitation water
test_20040,primary haze water
test_20041,primary partly_cloudy
test_20042,clear primary
test_20043,clear primary road habitation agriculture
test_20044,clear primary
test_20045,clear primary
test_20046,clear primary road agriculture
test_20047,clear primary
test_20048,primary partly_cloudy
test_20049,primary haze
test_20050,primary road agriculture partly_cloudy
test_20051,clear primary
test_20052,clear primary
test_20053,clear primary
test_20054,primary agriculture
test_20055,clear primary
test_20056,clear primary
test_20057,clear primary
test_20058,clear primary
test_20059,clear primary road agriculture
test_20060,primary agriculture partly_cloudy
test_20061,clear primary road water
test_20062,clear primary road habitation agriculture
test_20063,clear primary water
test_20064,clear primary
test_20065,clear primary
test_20066,cloudy
test_20067,clear primary
test_20068,clear primary
test_20069,primary road agriculture water partly_cloudy
test_20070,clear primary agriculture
test_20071,clear primary
test_20072,clear primary water
test_20073,clear primary road agriculture
test_20074,clear primary
test_20075,clear primary cultivation agriculture
test_20076,clear primary
test_20077,clear primary road agriculture
test_20078,primary road agriculture partly_cloudy
test_20079,primary partly_cloudy
test_20080,clear primary
test_20081,primary partly_cloudy
test_20082,clear primary road habitation agriculture water
test_20083,cloudy
test_20084,clear primary
test_20085,clear primary agriculture
test_20086,clear primary water
test_20087,primary partly_cloudy
test_20088,clear primary water
test_20089,clear primary agriculture
test_20090,primary road agriculture partly_cloudy
test_20091,cloudy
test_20092,clear primary
test_20093,clear primary agriculture water
test_20094,primary partly_cloudy
test_20095,clear primary agriculture
test_20096,clear primary
test_20097,primary partly_cloudy
test_20098,primary haze water
test_20099,clear primary road habitation agriculture water
test_20100,clear primary
test_20101,clear primary
test_20102,clear primary
test_20103,clear primary
test_20104,clear primary agriculture
test_20105,clear primary
test_20106,primary partly_cloudy
test_20107,clear primary agriculture
test_20108,clear primary water
test_20109,clear primary
test_20110,clear primary road agriculture
test_20111,primary partly_cloudy
test_20112,primary agriculture partly_cloudy
test_20113,
test_20114,cloudy
test_20115,clear primary
test_20116,clear primary
test_20117,clear primary
test_20118,clear primary water
test_20119,clear primary
test_20120,clear primary
test_20121,primary partly_cloudy
test_20122,primary haze
test_20123,clear
test_20124,primary partly_cloudy
test_20125,primary road agriculture water partly_cloudy
test_20126,primary partly_cloudy
test_20127,primary haze
test_20128,clear primary road agriculture
test_20129,primary haze
test_20130,clear primary
test_20131,clear primary
test_20132,primary haze
test_20133,clear primary
test_20134,clear primary road agriculture
test_20135,primary partly_cloudy
test_20136,clear primary
test_20137,clear primary cultivation agriculture
test_20138,clear primary road habitation agriculture
test_20139,clear primary
test_20140,primary partly_cloudy
test_20141,clear primary
test_20142,clear primary
test_20143,clear primary
test_20144,cloudy
test_20145,clear primary water
test_20146,clear primary road habitation
test_20147,clear primary
test_20148,clear primary road water
test_20149,primary haze
test_20150,primary haze agriculture water
test_20151,clear primary road habitation agriculture
test_20152,clear primary
test_20153,primary partly_cloudy
test_20154,clear primary
test_20155,clear primary agriculture
test_20156,clear primary water
test_20157,clear primary water
test_20158,clear primary
test_20159,cloudy
test_20160,clear primary
test_20161,clear primary
test_20162,primary partly_cloudy
test_20163,primary partly_cloudy
test_20164,clear primary
test_20165,primary partly_cloudy
test_20166,cloudy
test_20167,
test_20168,clear primary agriculture water
test_20169,clear primary
test_20170,clear primary road agriculture
test_20171,clear primary
test_20172,clear primary
test_20173,primary road agriculture partly_cloudy
test_20174,clear primary
test_20175,clear primary road agriculture
test_20176,clear primary agriculture
test_20177,primary haze
test_20178,primary haze
test_20179,primary
test_20180,clear primary water
test_20181,clear primary
test_20182,clear primary
test_20183,clear primary
test_20184,clear primary
test_20185,clear primary road habitation agriculture
test_20186,primary partly_cloudy
test_20187,clear primary road habitation agriculture
test_20188,primary road agriculture water
test_20189,clear primary agriculture
test_20190,primary partly_cloudy
test_20191,clear primary water
test_20192,clear primary
test_20193,clear primary
test_20194,clear primary
test_20195,clear primary
test_20196,clear primary
test_20197,primary road agriculture partly_cloudy
test_20198,clear primary
test_20199,primary water partly_cloudy
test_20200,clear primary
test_20201,clear primary
test_20202,clear primary road habitation agriculture
test_20203,clear primary water
test_20204,clear primary road agriculture
test_20205,clear primary
test_20206,clear primary road agriculture
test_20207,clear primary
test_20208,clear primary road agriculture
test_20209,clear primary
test_20210,clear primary road agriculture water
test_20211,clear primary
test_20212,cloudy
test_20213,clear primary
test_20214,clear primary
test_20215,primary water partly_cloudy
test_20216,clear primary agriculture water
test_20217,clear primary
test_20218,clear primary
test_20219,clear primary
test_20220,clear primary
test_20221,clear primary
test_20222,primary partly_cloudy
test_20223,clear primary road habitation agriculture
test_20224,clear primary agriculture
test_20225,clear primary road habitation agriculture water
test_20226,primary haze
test_20227,clear primary road habitation agriculture
test_20228,primary partly_cloudy
test_20229,clear primary water
test_20230,clear primary road agriculture
test_20231,clear primary
test_20232,clear primary
test_20233,clear primary
test_20234,clear primary
test_20235,primary partly_cloudy
test_20236,clear primary road agriculture
test_20237,clear primary
test_20238,clear primary
test_20239,primary haze water
test_20240,clear primary
test_20241,primary road haze agriculture water
test_20242,cloudy
test_20243,clear primary
test_20244,clear primary
test_20245,clear primary water
test_20246,clear primary road agriculture
test_20247,clear primary
test_20248,clear primary
test_20249,clear primary
test_20250,clear primary
test_20251,primary partly_cloudy
test_20252,clear primary
test_20253,clear primary
test_20254,clear primary
test_20255,clear primary road habitation
test_20256,clear primary
test_20257,clear primary road habitation agriculture
test_20258,primary haze
test_20259,clear primary water
test_20260,primary partly_cloudy
test_20261,cloudy
test_20262,clear primary road agriculture
test_20263,clear primary
test_20264,clear primary road agriculture
test_20265,clear primary
test_20266,primary partly_cloudy
test_20267,clear primary water
test_20268,primary partly_cloudy
test_20269,cloudy
test_20270,clear primary road water
test_20271,clear primary
test_20272,primary road agriculture partly_cloudy
test_20273,primary partly_cloudy
test_20274,cloudy
test_20275,clear primary water
test_20276,clear primary agriculture
test_20277,clear primary
test_20278,clear primary water
test_20279,primary partly_cloudy
test_20280,clear primary
test_20281,clear primary
test_20282,clear primary
test_20283,primary road agriculture
test_20284,clear primary road agriculture
test_20285,clear primary
test_20286,primary haze agriculture water
test_20287,clear primary
test_20288,clear primary
test_20289,primary haze
test_20290,clear primary agriculture
test_20291,primary haze
test_20292,clear primary agriculture
test_20293,clear primary
test_20294,clear primary water
test_20295,clear primary road agriculture
test_20296,primary water partly_cloudy
test_20297,clear primary
test_20298,clear primary agriculture
test_20299,clear primary road agriculture water
test_20300,clear primary road habitation agriculture
test_20301,cloudy
test_20302,clear primary road agriculture
test_20303,clear primary
test_20304,clear primary agriculture
test_20305,cloudy
test_20306,primary water partly_cloudy
test_20307,clear primary agriculture
test_20308,clear primary
test_20309,clear primary
test_20310,clear primary
test_20311,clear primary water
test_20312,primary road agriculture partly_cloudy
test_20313,clear primary agriculture
test_20314,clear primary road habitation agriculture
test_20315,clear primary road agriculture
test_20316,clear primary
test_20317,clear primary agriculture
test_20318,clear primary water
test_20319,clear primary
test_20320,clear primary
test_20321,clear primary road habitation agriculture
test_20322,primary haze
test_20323,clear primary road agriculture water
test_20324,clear primary
test_20325,clear primary road agriculture
test_20326,cloudy
test_20327,clear primary
test_20328,clear primary
test_20329,clear primary
test_20330,clear primary road agriculture
test_20331,clear primary
test_20332,clear primary water
test_20333,clear primary
test_20334,clear primary
test_20335,clear primary
test_20336,cloudy
test_20337,clear primary road agriculture
test_20338,clear primary agriculture
test_20339,primary
test_20340,clear primary water
test_20341,clear primary
test_20342,clear primary water
test_20343,clear primary agriculture
test_20344,clear primary water
test_20345,primary partly_cloudy
test_20346,clear primary
test_20347,clear primary agriculture water
test_20348,clear primary
test_20349,clear primary
test_20350,primary haze
test_20351,clear primary
test_20352,clear primary road agriculture
test_20353,primary road habitation agriculture partly_cloudy
test_20354,clear primary road agriculture
test_20355,clear primary
test_20356,clear primary cultivation agriculture
test_20357,clear primary road agriculture
test_20358,clear primary
test_20359,clear primary
test_20360,clear primary
test_20361,clear primary
test_20362,primary partly_cloudy
test_20363,primary partly_cloudy
test_20364,clear primary agriculture
test_20365,clear primary road cultivation habitation
test_20366,primary haze
test_20367,clear primary road agriculture water
test_20368,clear primary road agriculture
test_20369,clear primary agriculture
test_20370,clear primary
test_20371,clear primary
test_20372,clear primary
test_20373,clear primary
test_20374,primary partly_cloudy
test_20375,primary haze water
test_20376,clear primary road habitation agriculture
test_20377,primary agriculture water partly_cloudy
test_20378,clear primary water
test_20379,cloudy
test_20380,clear primary
test_20381,clear primary water
test_20382,clear primary
test_20383,clear primary water
test_20384,primary water
test_20385,clear primary
test_20386,partly_cloudy
test_20387,clear primary
test_20388,clear primary
test_20389,primary
test_20390,clear primary
test_20391,clear primary
test_20392,cloudy
test_20393,primary road habitation agriculture
test_20394,primary road habitation agriculture partly_cloudy
test_20395,clear primary partly_cloudy
test_20396,clear primary
test_20397,clear primary
test_20398,clear primary agriculture water
test_20399,clear primary road agriculture
test_20400,clear primary agriculture
test_20401,primary road agriculture partly_cloudy
test_20402,clear primary
test_20403,clear primary
test_20404,primary partly_cloudy
test_20405,clear primary
test_20406,primary water partly_cloudy
test_20407,primary water partly_cloudy
test_20408,clear primary
test_20409,primary haze
test_20410,clear primary
test_20411,clear primary
test_20412,primary road agriculture partly_cloudy
test_20413,primary haze
test_20414,clear primary
test_20415,clear primary
test_20416,clear primary road agriculture water
test_20417,clear road habitation
test_20418,cloudy
test_20419,cloudy
test_20420,cloudy
test_20421,clear primary
test_20422,clear primary road agriculture
test_20423,primary haze
test_20424,clear primary
test_20425,clear primary
test_20426,primary partly_cloudy
test_20427,clear primary road water
test_20428,clear primary
test_20429,primary water partly_cloudy
test_20430,clear primary road agriculture
test_20431,primary partly_cloudy
test_20432,primary water partly_cloudy
test_20433,clear primary agriculture water
test_20434,clear primary agriculture
test_20435,clear primary road habitation agriculture
test_20436,primary haze
test_20437,clear primary
test_20438,clear primary
test_20439,clear primary
test_20440,cloudy
test_20441,primary road agriculture
test_20442,clear primary road habitation agriculture
test_20443,primary partly_cloudy
test_20444,clear primary
test_20445,primary haze
test_20446,primary haze
test_20447,primary water partly_cloudy
test_20448,clear primary water
test_20449,primary partly_cloudy
test_20450,clear primary
test_20451,clear primary
test_20452,clear primary
test_20453,clear primary
test_20454,primary haze agriculture water
test_20455,clear primary road agriculture
test_20456,primary partly_cloudy
test_20457,clear primary water
test_20458,primary partly_cloudy
test_20459,clear primary road agriculture
test_20460,clear primary
test_20461,clear primary agriculture water
test_20462,clear primary road agriculture water
test_20463,clear primary road habitation agriculture
test_20464,clear primary road agriculture partly_cloudy
test_20465,primary road haze agriculture
test_20466,primary partly_cloudy
test_20467,clear primary water
test_20468,clear primary
test_20469,clear primary
test_20470,clear primary road agriculture water
test_20471,primary partly_cloudy
test_20472,primary cloudy
test_20473,clear primary
test_20474,clear primary
test_20475,cloudy
test_20476,clear primary road habitation agriculture water
test_20477,clear primary road agriculture
test_20478,clear primary
test_20479,clear primary
test_20480,clear primary
test_20481,clear primary
test_20482,primary partly_cloudy
test_20483,clear primary
test_20484,clear primary
test_20485,primary partly_cloudy
test_20486,clear primary
test_20487,clear primary road agriculture water
test_20488,clear primary
test_20489,clear primary road water
test_20490,clear primary road habitation agriculture
test_20491,clear primary cultivation agriculture
test_20492,primary partly_cloudy
test_20493,clear primary road water
test_20494,primary partly_cloudy
test_20495,clear road habitation
test_20496,clear primary
test_20497,primary road agriculture partly_cloudy
test_20498,primary partly_cloudy
test_20499,cloudy
test_20500,clear primary cultivation agriculture
test_20501,clear primary
test_20502,clear primary partly_cloudy
test_20503,
test_20504,clear primary
test_20505,clear primary road agriculture
test_20506,clear primary road water
test_20507,clear primary water
test_20508,primary partly_cloudy
test_20509,primary
test_20510,clear primary agriculture
test_20511,clear primary
test_20512,clear primary road habitation agriculture water
test_20513,clear primary
test_20514,clear primary
test_20515,clear primary water
test_20516,clear primary
test_20517,clear primary
test_20518,clear primary
test_20519,primary partly_cloudy
test_20520,clear primary
test_20521,clear primary
test_20522,clear primary
test_20523,clear primary
test_20524,clear primary
test_20525,clear primary road agriculture
test_20526,primary partly_cloudy
test_20527,cloudy
test_20528,clear primary water
test_20529,clear primary
test_20530,clear primary road agriculture
test_20531,clear primary
test_20532,clear primary agriculture
test_20533,primary agriculture water partly_cloudy
test_20534,clear primary water
test_20535,clear primary water
test_20536,clear primary
test_20537,clear primary
test_20538,clear primary
test_20539,clear primary road habitation agriculture
test_20540,primary partly_cloudy
test_20541,clear primary
test_20542,clear primary
test_20543,clear primary road habitation agriculture
test_20544,clear primary road agriculture water
test_20545,clear primary
test_20546,clear primary
test_20547,primary agriculture partly_cloudy
test_20548,clear primary
test_20549,clear primary
test_20550,clear primary cultivation water partly_cloudy
test_20551,clear primary
test_20552,primary water
test_20553,clear primary agriculture
test_20554,primary partly_cloudy
test_20555,primary partly_cloudy
test_20556,clear primary agriculture water
test_20557,clear primary road habitation agriculture
test_20558,clear primary
test_20559,primary
test_20560,primary partly_cloudy
test_20561,clear primary agriculture
test_20562,primary road agriculture partly_cloudy
test_20563,clear primary
test_20564,clear primary
test_20565,clear primary
test_20566,clear primary cultivation agriculture
test_20567,clear primary agriculture
test_20568,clear primary
test_20569,clear primary
test_20570,clear primary water
test_20571,clear primary road habitation agriculture
test_20572,clear primary
test_20573,primary water partly_cloudy
test_20574,clear primary road habitation agriculture
test_20575,clear primary road habitation agriculture
test_20576,clear primary road cultivation agriculture
test_20577,cloudy
test_20578,clear primary agriculture
test_20579,clear primary
test_20580,clear primary
test_20581,clear primary agriculture
test_20582,clear primary
test_20583,clear primary
test_20584,clear primary
test_20585,clear primary water
test_20586,clear primary
test_20587,clear primary
test_20588,clear primary road agriculture
test_20589,clear primary
test_20590,clear primary
test_20591,clear primary
test_20592,primary haze
test_20593,cloudy
test_20594,clear primary
test_20595,clear primary
test_20596,primary partly_cloudy
test_20597,clear primary cultivation habitation agriculture
test_20598,clear primary road habitation agriculture
test_20599,clear primary
test_20600,clear primary agriculture water
test_20601,clear primary
test_20602,clear primary
test_20603,clear primary water
test_20604,clear primary
test_20605,clear primary
test_20606,clear primary
test_20607,primary road agriculture partly_cloudy
test_20608,clear primary
test_20609,clear primary road habitation agriculture
test_20610,clear primary
test_20611,clear primary
test_20612,clear primary
test_20613,primary water
test_20614,primary road agriculture partly_cloudy
test_20615,clear primary
test_20616,primary water partly_cloudy
test_20617,clear primary road agriculture
test_20618,clear primary
test_20619,clear primary
test_20620,primary water
test_20621,clear primary
test_20622,primary partly_cloudy
test_20623,clear primary
test_20624,clear primary agriculture
test_20625,clear primary road agriculture
test_20626,clear primary water
test_20627,primary partly_cloudy
test_20628,clear primary
test_20629,clear primary
test_20630,clear primary
test_20631,clear primary
test_20632,clear primary
test_20633,primary road agriculture partly_cloudy
test_20634,clear primary
test_20635,primary haze
test_20636,clear primary
test_20637,clear primary
test_20638,clear primary road habitation agriculture
test_20639,cloudy
test_20640,clear primary
test_20641,clear primary road agriculture
test_20642,clear primary road habitation agriculture
test_20643,clear primary road habitation
test_20644,primary haze
test_20645,
test_20646,clear primary road habitation agriculture
test_20647,primary agriculture partly_cloudy
test_20648,primary agriculture partly_cloudy
test_20649,clear primary
test_20650,clear primary water
test_20651,primary agriculture water
test_20652,clear primary road agriculture water partly_cloudy
test_20653,primary haze
test_20654,clear primary
test_20655,clear primary agriculture
test_20656,clear primary cultivation agriculture
test_20657,clear primary water
test_20658,clear primary
test_20659,primary partly_cloudy
test_20660,clear primary water
test_20661,clear primary
test_20662,primary road agriculture partly_cloudy
test_20663,clear primary
test_20664,clear primary
test_20665,clear primary water
test_20666,primary haze
test_20667,primary partly_cloudy
test_20668,clear primary water
test_20669,clear primary road agriculture
test_20670,clear primary
test_20671,clear primary
test_20672,clear primary
test_20673,clear primary
test_20674,clear primary
test_20675,clear primary
test_20676,clear primary
test_20677,clear primary
test_20678,clear primary
test_20679,clear primary road agriculture
test_20680,primary haze
test_20681,clear primary agriculture water
test_20682,clear primary
test_20683,primary partly_cloudy
test_20684,clear primary road habitation agriculture
test_20685,primary partly_cloudy
test_20686,cloudy
test_20687,clear primary water
test_20688,clear primary road agriculture water
test_20689,clear primary agriculture water
test_20690,clear primary
test_20691,clear primary road agriculture
test_20692,clear primary artisinal_mine water
test_20693,clear primary road agriculture
test_20694,clear primary
test_20695,clear primary
test_20696,clear primary road agriculture
test_20697,primary
test_20698,clear primary road agriculture water
test_20699,primary partly_cloudy
test_20700,clear primary
test_20701,clear primary agriculture
test_20702,cloudy
test_20703,clear primary
test_20704,clear primary agriculture water
test_20705,clear primary agriculture
test_20706,primary partly_cloudy
test_20707,clear primary agriculture
test_20708,primary haze
test_20709,clear primary agriculture
test_20710,clear primary
test_20711,primary partly_cloudy
test_20712,primary haze
test_20713,clear primary
test_20714,clear primary
test_20715,clear primary
test_20716,clear primary
test_20717,clear primary haze
test_20718,clear primary
test_20719,clear primary
test_20720,primary partly_cloudy
test_20721,primary cloudy partly_cloudy
test_20722,clear primary agriculture
test_20723,clear primary
test_20724,primary agriculture partly_cloudy
test_20725,clear primary road habitation agriculture
test_20726,clear primary
test_20727,cloudy
test_20728,primary road agriculture partly_cloudy
test_20729,clear water
test_20730,primary road agriculture water partly_cloudy
test_20731,primary road agriculture partly_cloudy
test_20732,primary agriculture partly_cloudy
test_20733,primary haze
test_20734,primary partly_cloudy
test_20735,clear primary
test_20736,clear primary road agriculture
test_20737,primary haze
test_20738,clear primary road agriculture
test_20739,clear primary
test_20740,clear primary
test_20741,clear primary agriculture water
test_20742,clear primary agriculture water
test_20743,primary agriculture water partly_cloudy
test_20744,clear primary cultivation agriculture
test_20745,clear primary road agriculture
test_20746,primary haze water
test_20747,clear primary
test_20748,clear primary road habitation agriculture
test_20749,clear primary agriculture
test_20750,clear primary agriculture
test_20751,cloudy
test_20752,primary partly_cloudy
test_20753,primary partly_cloudy
test_20754,clear primary
test_20755,clear primary water
test_20756,primary partly_cloudy
test_20757,clear primary agriculture
test_20758,clear primary
test_20759,clear primary road agriculture
test_20760,primary partly_cloudy
test_20761,clear primary agriculture
test_20762,clear primary
test_20763,clear primary
test_20764,clear primary road agriculture
test_20765,primary road agriculture partly_cloudy
test_20766,clear primary
test_20767,clear primary
test_20768,clear primary
test_20769,primary agriculture partly_cloudy
test_20770,clear primary water
test_20771,clear primary
test_20772,clear primary
test_20773,clear primary agriculture
test_20774,clear primary
test_20775,primary road agriculture partly_cloudy
test_20776,clear primary
test_20777,primary
test_20778,clear primary
test_20779,clear primary agriculture
test_20780,clear road habitation
test_20781,clear primary
test_20782,clear primary agriculture
test_20783,clear primary
test_20784,clear primary
test_20785,clear primary water
test_20786,primary partly_cloudy
test_20787,clear primary road agriculture
test_20788,clear primary
test_20789,primary partly_cloudy
test_20790,clear primary
test_20791,clear primary
test_20792,clear primary
test_20793,clear primary road habitation agriculture
test_20794,clear primary cultivation agriculture
test_20795,clear primary road agriculture
test_20796,clear primary road habitation agriculture
test_20797,clear primary agriculture
test_20798,clear primary road agriculture water
test_20799,clear primary water
test_20800,clear primary
test_20801,primary water partly_cloudy
test_20802,clear primary water
test_20803,clear primary agriculture
test_20804,clear primary road water
test_20805,clear primary
test_20806,clear primary road agriculture
test_20807,primary partly_cloudy
test_20808,clear primary road agriculture
test_20809,clear primary
test_20810,cloudy
test_20811,clear primary
test_20812,clear primary road agriculture
test_20813,clear primary road agriculture
test_20814,primary haze
test_20815,clear primary
test_20816,clear primary road agriculture
test_20817,clear primary
test_20818,primary partly_cloudy
test_20819,clear primary
test_20820,clear primary
test_20821,clear primary agriculture
test_20822,clear primary
test_20823,clear primary water
test_20824,clear primary
test_20825,clear primary
test_20826,clear primary
test_20827,clear primary road agriculture
test_20828,clear primary
test_20829,clear primary
test_20830,clear primary agriculture water
test_20831,clear primary water
test_20832,primary partly_cloudy
test_20833,primary partly_cloudy
test_20834,clear primary
test_20835,primary agriculture partly_cloudy
test_20836,clear primary
test_20837,clear primary water
test_20838,clear primary agriculture
test_20839,clear primary agriculture
test_20840,clear primary
test_20841,cloudy
test_20842,clear primary water
test_20843,cloudy
test_20844,clear primary agriculture
test_20845,
test_20846,clear primary
test_20847,clear primary
test_20848,clear primary
test_20849,clear primary
test_20850,primary partly_cloudy
test_20851,clear primary road agriculture
test_20852,clear primary road habitation
test_20853,clear primary
test_20854,primary water partly_cloudy
test_20855,cloudy
test_20856,clear primary
test_20857,primary road agriculture water partly_cloudy
test_20858,clear primary partly_cloudy
test_20859,primary agriculture partly_cloudy
test_20860,clear primary
test_20861,clear primary road habitation agriculture water
test_20862,primary partly_cloudy
test_20863,clear primary
test_20864,clear primary road agriculture
test_20865,cloudy
test_20866,primary partly_cloudy
test_20867,clear primary road agriculture
test_20868,primary road haze agriculture
test_20869,clear primary
test_20870,clear primary
test_20871,clear primary agriculture
test_20872,clear primary
test_20873,clear primary
test_20874,clear primary
test_20875,clear primary
test_20876,clear primary
test_20877,clear primary
test_20878,clear primary
test_20879,clear primary
test_20880,clear primary
test_20881,clear primary
test_20882,primary partly_cloudy
test_20883,primary partly_cloudy
test_20884,clear primary road agriculture
test_20885,clear primary
test_20886,cloudy
test_20887,clear primary road agriculture
test_20888,cloudy
test_20889,clear primary road agriculture
test_20890,primary partly_cloudy
test_20891,clear primary road habitation agriculture
test_20892,primary road agriculture partly_cloudy
test_20893,
test_20894,clear primary
test_20895,clear primary
test_20896,clear primary
test_20897,primary agriculture partly_cloudy
test_20898,clear primary road agriculture
test_20899,clear primary water
test_20900,clear primary
test_20901,clear primary road agriculture
test_20902,clear primary road agriculture
test_20903,primary road agriculture water
test_20904,cloudy
test_20905,clear primary
test_20906,clear primary
test_20907,clear primary
test_20908,primary partly_cloudy
test_20909,clear primary road agriculture water partly_cloudy
test_20910,clear primary water
test_20911,clear primary road water
test_20912,clear primary
test_20913,clear primary
test_20914,clear primary
test_20915,clear primary
test_20916,clear primary
test_20917,primary partly_cloudy
test_20918,primary partly_cloudy
test_20919,clear primary
test_20920,clear primary artisinal_mine habitation agriculture
test_20921,primary road agriculture
test_20922,primary haze
test_20923,clear primary cultivation agriculture
test_20924,clear primary
test_20925,primary partly_cloudy
test_20926,clear primary
test_20927,clear primary
test_20928,primary agriculture water partly_cloudy
test_20929,clear primary
test_20930,clear primary
test_20931,clear primary
test_20932,clear primary
test_20933,clear primary
test_20934,clear primary
test_20935,clear primary road habitation agriculture
test_20936,clear primary
test_20937,primary haze
test_20938,clear primary
test_20939,primary partly_cloudy
test_20940,primary partly_cloudy
test_20941,primary partly_cloudy
test_20942,clear primary
test_20943,clear primary
test_20944,clear primary
test_20945,clear primary
test_20946,primary haze
test_20947,primary partly_cloudy
test_20948,clear primary
test_20949,clear primary
test_20950,clear primary road habitation agriculture
test_20951,clear primary
test_20952,clear primary road agriculture water
test_20953,clear primary road habitation agriculture
test_20954,cloudy
test_20955,clear road habitation agriculture
test_20956,clear primary road agriculture
test_20957,primary partly_cloudy
test_20958,clear primary
test_20959,clear primary
test_20960,clear primary road agriculture
test_20961,primary agriculture partly_cloudy
test_20962,primary partly_cloudy
test_20963,clear primary
test_20964,clear primary
test_20965,clear primary
test_20966,primary agriculture water partly_cloudy
test_20967,clear primary road habitation agriculture
test_20968,clear primary
test_20969,clear primary
test_20970,clear primary road habitation agriculture
test_20971,clear primary
test_20972,primary partly_cloudy
test_20973,cloudy
test_20974,clear primary road agriculture
test_20975,clear primary
test_20976,clear primary
test_20977,clear primary
test_20978,primary road haze water
test_20979,clear primary
test_20980,clear primary
test_20981,clear primary
test_20982,primary agriculture partly_cloudy
test_20983,primary agriculture partly_cloudy
test_20984,clear primary road habitation agriculture
test_20985,clear primary
test_20986,primary road agriculture partly_cloudy
test_20987,clear primary
test_20988,clear primary
test_20989,clear primary road water
test_20990,clear primary
test_20991,clear water
test_20992,primary partly_cloudy
test_20993,clear primary
test_20994,primary water partly_cloudy
test_20995,primary haze
test_20996,clear primary road agriculture
test_20997,clear primary
test_20998,cloudy
test_20999,clear primary agriculture
test_21000,clear primary
test_21001,cloudy
test_21002,clear primary
test_21003,clear primary
test_21004,clear primary
test_21005,primary road agriculture
test_21006,clear primary water
test_21007,primary partly_cloudy
test_21008,clear primary
test_21009,primary partly_cloudy
test_21010,primary agriculture
test_21011,clear primary
test_21012,cloudy
test_21013,clear primary
test_21014,clear primary
test_21015,clear primary road agriculture water
test_21016,clear primary road agriculture
test_21017,primary partly_cloudy
test_21018,clear primary water
test_21019,clear primary road agriculture
test_21020,clear primary road water
test_21021,clear primary road agriculture
test_21022,clear primary
test_21023,clear primary
test_21024,clear primary road habitation agriculture
test_21025,clear primary
test_21026,clear primary
test_21027,clear primary
test_21028,cloudy
test_21029,primary road partly_cloudy
test_21030,clear primary water
test_21031,clear primary water
test_21032,clear primary road habitation agriculture
test_21033,clear primary agriculture
test_21034,cloudy
test_21035,clear primary agriculture
test_21036,clear primary
test_21037,clear primary water
test_21038,primary road agriculture water partly_cloudy
test_21039,primary road water partly_cloudy
test_21040,primary road agriculture partly_cloudy
test_21041,primary partly_cloudy
test_21042,clear primary
test_21043,clear primary
test_21044,clear primary cultivation agriculture
test_21045,clear primary
test_21046,primary haze
test_21047,cloudy
test_21048,primary haze
test_21049,clear primary
test_21050,clear primary
test_21051,clear primary
test_21052,primary
test_21053,clear primary
test_21054,clear primary
test_21055,primary partly_cloudy
test_21056,cloudy
test_21057,primary agriculture
test_21058,clear primary agriculture water
test_21059,primary road agriculture partly_cloudy
test_21060,clear primary
test_21061,clear primary road agriculture
test_21062,clear primary water
test_21063,cloudy
test_21064,primary agriculture water partly_cloudy
test_21065,primary partly_cloudy
test_21066,clear primary road habitation agriculture
test_21067,clear primary road habitation agriculture
test_21068,clear primary
